"An error occurred while saving your page.";"Une erreur est survenue lors de la sauvegarde de votre page."
"19.3. The General Conditions imply no exclusivity, and each of the Parties remains entirely free to conclude agreements of the same nature with other partners.";"19.3. Les Conditions Générales n'emporte aucune exclusivité et chacune des Parties demeure entièrement libre de conclure des accords de même nature avec d'autres partenaires."
"19.4. The General Conditions cannot be modified except by an amendment dated and signed by representatives authorized by the Parties. The annexes and/or General Conditions modified or added to the General Conditions will become an integral part of them, as soon as the Parties both agree definitively on their terms.";"19.4. Les Conditions Générales ne peuvent être modifiées que par un avenant daté et signé par les représentants autorisés des Parties. Les annexes et/ou Conditions Particulières modifiées ou ajoutées au Conditions Générales en font partie intégrante dès que les Parties ont convenu ensemble définitivement de leurs termes."
"19.5. The simple tolerance of non-compliance with a provision of the General Conditions by one of the Parties does not by any means imply surrender or renunciation of the rights, nor a modification of the General Conditions. The fact that one of the Parties does not make use of one of the rights granted to him by the General Conditions does not imply that that Party is renouncing to that right in the future.";"19.5. La simple tolérance du non-respect d'une disposition des Conditions Générales par l'une des Parties ne constituera en aucun cas un abandon de droit ou une renonciation ni une modification des Conditions Générales. Le fait que l'une des Parties ne mette pas en œuvre l'un des droits qui lui est concédé par le Conditions Générales ne veut pas dire qu'elle renonce pour l'avenir à ce droit."
"19.6. Each of the Parties is acting in his own name and for his own account. Neither has the power nor authorization to involve the other Party in any way whatsoever. None of the provisions of the General Conditions can be interpreted as creating any type of affiliation or legal entity whatsoever between the Parties.";"19.6. Chacune des Parties agit en son nom propre et pour son propre compte. Elle n'a ni le pouvoir, ni l'autorisation pour engager l'autre Partie de quelque façon que ce soit. Aucune des dispositions des Conditions Générales ne pourra être interprétée comme créant, entre les Parties, une filiale ou une entité juridique quelconque."
"19.7. In case one of the stipulations of the General Conditions is revealed to be fully or partially void, this voidance will not affect the validity of the other General Conditions, unless the Parties agree to substitute this void stipulation with a lawful, written stipulation corresponding with the spirit and the subject of the void stipulation, and having an equivalent economic effect.";"19.7. Au cas où une stipulation des Conditions Générales se révélerait en tout ou partie nulle, cette nullité n'affectera pas la validité du reste des Conditions Générales sous réserve que les Parties s'engagent à substituer à cette stipulation nulle une stipulation écrite licite correspondant à l'esprit et à l'objet de celle-ci et d'un effet économique équivalent."
"19.8. The present General Conditions are subject to French laws.";"19.8. Les présentes conditions générales sont soumises à la loi française."
"19.9. Any difficulty relating to the validity, application or interpretation of the General Conditions will be subject to the Toulouse Commercial Court, if an amicable settlement cannot be reached.  This assignment of jurisdiction is also applicable in the case of interlocutory proceedings, multiple defendants or third party claims.";"19.9. Toutes difficultés relatives à la validité, l'application ou à l'interprétation des Conditions Générales seront soumises, à défaut d'accord amiable, au Tribunal de Commerce de Toulouse. Cette attribution de compétence s'applique également en cas de procédure en référé, de pluralité de défendeurs ou d'appel en garantie."
;
;"Nous sommes désolé mais nous n'avons pas détecté notre module dans votre site Wordpress. Merci de vérifier qu'il soit correctement installé et activé."
;"Nous sommes désolé mais nous n'avons pas trouvé de catégorie dans votre site Wordpress."
Label:;"Libellé :"
Label;Libellé
Address:;"Adresse :"
"Display address";"Afficher l'adresse"
"Display location button";"Afficher le bouton de localisation"
"Select a video type:";"Sélectionnez un type de vidéo :"
"My video";"Ma vidéo"
"My Youtube video:";"Votre vidéo Youtube :"
"Make a search or enter the Youtube Url:";"Saisissez votre recherche ou l'url Youtube :"
"Podcast URL:";"Adresse du podcast :"
"Your Podcast:";"Votre Podcast :"
